"Balancing Time Unit (UTC)","+ Imbalance Price [GBP/MWh] - MBA|GB","- Imbalance Price [GBP/MWh] - MBA|GB","Total Imbalance [MWh] - MBA|GB","Situation","Status"
"07.01.2018 23:30 - 08.01.2018 00:00","39.80","39.80","91","","Final"
"08.01.2018 00:00 - 08.01.2018 00:30","65.00","65.00","154","","Final"
"08.01.2018 00:30 - 08.01.2018 01:00","64.84","64.84","170","","Final"
"08.01.2018 01:00 - 08.01.2018 01:30","60.85","60.85","126","","Final"
"08.01.2018 01:30 - 08.01.2018 02:00","38.71","38.71","163","","Final"
"08.01.2018 02:00 - 08.01.2018 02:30","38.62","38.62","265","","Final"
"08.01.2018 02:30 - 08.01.2018 03:00","38.45","38.45","410","","Final"
"08.01.2018 03:00 - 08.01.2018 03:30","38.35","38.35","391","","Final"
"08.01.2018 03:30 - 08.01.2018 04:00","39.00","39.00","198","","Final"
"08.01.2018 04:00 - 08.01.2018 04:30","38.69","38.69","217","","Final"
"08.01.2018 04:30 - 08.01.2018 05:00","38.12","38.12","283","","Final"
"08.01.2018 05:00 - 08.01.2018 05:30","36.01","36.01","246","","Final"
"08.01.2018 05:30 - 08.01.2018 06:00","36.01","36.01","367","","Final"
"08.01.2018 06:00 - 08.01.2018 06:30","67.00","67.00","130","","Final"
"08.01.2018 06:30 - 08.01.2018 07:00","68.50","68.50","268","","Final"
"08.01.2018 07:00 - 08.01.2018 07:30","67.35","67.35","51","","Final"
"08.01.2018 07:30 - 08.01.2018 08:00","92.31","92.31","58","","Final"
"08.01.2018 08:00 - 08.01.2018 08:30","44.30","44.30","109","","Final"
"08.01.2018 08:30 - 08.01.2018 09:00","43.00","43.00","86","","Final"
"08.01.2018 09:00 - 08.01.2018 09:30","98.74","98.74","419","","Final"
"08.01.2018 09:30 - 08.01.2018 10:00","104.90","104.90","625","","Final"
"08.01.2018 10:00 - 08.01.2018 10:30","75.00","75.00","526","","Final"
"08.01.2018 10:30 - 08.01.2018 11:00","75.00","75.00","503","","Final"
"08.01.2018 11:00 - 08.01.2018 11:30","72.50","72.50","301","","Final"
"08.01.2018 11:30 - 08.01.2018 12:00","75.00","75.00","257","","Final"
"08.01.2018 12:00 - 08.01.2018 12:30","99.94","99.94","405","","Final"
"08.01.2018 12:30 - 08.01.2018 13:00","105.00","105.00","554","","Final"
"08.01.2018 13:00 - 08.01.2018 13:30","121.37","121.37","1002","","Final"
"08.01.2018 13:30 - 08.01.2018 14:00","158.00","158.00","1057","","Final"
"08.01.2018 14:00 - 08.01.2018 14:30","158.00","158.00","979","","Final"
"08.01.2018 14:30 - 08.01.2018 15:00","125.81","125.81","457","","Final"
"08.01.2018 15:00 - 08.01.2018 15:30","83.33","83.33","63","","Final"
"08.01.2018 15:30 - 08.01.2018 16:00","76.27","76.27","94","","Final"
"08.01.2018 16:00 - 08.01.2018 16:30","46.19","46.19","19","","Final"
"08.01.2018 16:30 - 08.01.2018 17:00","39.24","39.24","389","","Final"
"08.01.2018 17:00 - 08.01.2018 17:30","40.02","40.02","822","","Final"
"08.01.2018 17:30 - 08.01.2018 18:00","39.38","39.38","1132","","Final"
"08.01.2018 18:00 - 08.01.2018 18:30","39.72","39.72","1119","","Final"
"08.01.2018 18:30 - 08.01.2018 19:00","41.89","41.89","441","","Final"
"08.01.2018 19:00 - 08.01.2018 19:30","93.21","93.21","199","","Final"
"08.01.2018 19:30 - 08.01.2018 20:00","70.22","70.22","288","","Final"
"08.01.2018 20:00 - 08.01.2018 20:30","65.00","65.00","119","","Final"
"08.01.2018 20:30 - 08.01.2018 21:00","42.51","42.51","233","","Final"
"08.01.2018 21:00 - 08.01.2018 21:30","42.51","42.51","46","","Final"
"08.01.2018 21:30 - 08.01.2018 22:00","40.79","40.79","117","","Final"
"08.01.2018 22:00 - 08.01.2018 22:30","40.36","40.36","38","","Final"
"08.01.2018 22:30 - 08.01.2018 23:00","37.22","37.22","168","","Final"
"08.01.2018 23:00 - 08.01.2018 23:30","31.00","31.00","350","","Final"
"08.01.2018 23:30 - 09.01.2018 00:00","33.68","33.68","153","","Final"
"09.01.2018 00:00 - 09.01.2018 00:30","51.73","51.73","28","","Final"
"09.01.2018 00:30 - 09.01.2018 01:00","59.38","59.38","243","","Final"
"09.01.2018 01:00 - 09.01.2018 01:30","57.24","57.24","107","","Final"
"09.01.2018 01:30 - 09.01.2018 02:00","57.24","57.24","10","","Final"
"09.01.2018 02:00 - 09.01.2018 02:30","57.24","57.24","18","","Final"
"09.01.2018 02:30 - 09.01.2018 03:00","57.24","57.24","164","","Final"
"09.01.2018 03:00 - 09.01.2018 03:30","57.24","57.24","211","","Final"
"09.01.2018 03:30 - 09.01.2018 04:00","57.10","57.10","301","","Final"
"09.01.2018 04:00 - 09.01.2018 04:30","57.10","57.10","266","","Final"
"09.01.2018 04:30 - 09.01.2018 05:00","56.99","56.99","136","","Final"
"09.01.2018 05:00 - 09.01.2018 05:30","52.50","52.50","4","","Final"
"09.01.2018 05:30 - 09.01.2018 06:00","30.66","30.66","152","","Final"
"09.01.2018 06:00 - 09.01.2018 06:30","37.50","37.50","174","","Final"
"09.01.2018 06:30 - 09.01.2018 07:00","35.72","35.72","316","","Final"
"09.01.2018 07:00 - 09.01.2018 07:30","40.92","40.92","14","","Final"
"09.01.2018 07:30 - 09.01.2018 08:00","40.17","40.17","31","","Final"
"09.01.2018 08:00 - 09.01.2018 08:30","40.75","40.75","14","","Final"
"09.01.2018 08:30 - 09.01.2018 09:00","40.79","40.79","49","","Final"
"09.01.2018 09:00 - 09.01.2018 09:30","74.78","74.78","178","","Final"
"09.01.2018 09:30 - 09.01.2018 10:00","75.00","75.00","218","","Final"
"09.01.2018 10:00 - 09.01.2018 10:30","75.00","75.00","149","","Final"
"09.01.2018 10:30 - 09.01.2018 11:00","75.00","75.00","176","","Final"
"09.01.2018 11:00 - 09.01.2018 11:30","90.52","90.52","178","","Final"
"09.01.2018 11:30 - 09.01.2018 12:00","91.25","91.25","234","","Final"
"09.01.2018 12:00 - 09.01.2018 12:30","92.00","92.00","319","","Final"
"09.01.2018 12:30 - 09.01.2018 13:00","90.62","90.62","342","","Final"
"09.01.2018 13:00 - 09.01.2018 13:30","85.00","85.00","249","","Final"
"09.01.2018 13:30 - 09.01.2018 14:00","75.00","75.00","76","","Final"
"09.01.2018 14:00 - 09.01.2018 14:30","75.00","75.00","79","","Final"
"09.01.2018 14:30 - 09.01.2018 15:00","41.55","41.55","252","","Final"
"09.01.2018 15:00 - 09.01.2018 15:30","41.41","41.41","293","","Final"
"09.01.2018 15:30 - 09.01.2018 16:00","41.55","41.55","108","","Final"
"09.01.2018 16:00 - 09.01.2018 16:30","41.55","41.55","237","","Final"
"09.01.2018 16:30 - 09.01.2018 17:00","41.55","41.55","392","","Final"
"09.01.2018 17:00 - 09.01.2018 17:30","41.55","41.55","432","","Final"
"09.01.2018 17:30 - 09.01.2018 18:00","41.56","41.56","404","","Final"
"09.01.2018 18:00 - 09.01.2018 18:30","74.10","74.10","5","","Final"
"09.01.2018 18:30 - 09.01.2018 19:00","70.00","70.00","126","","Final"
"09.01.2018 19:00 - 09.01.2018 19:30","70.00","70.00","50","","Final"
"09.01.2018 19:30 - 09.01.2018 20:00","69.02","69.02","358","","Final"
"09.01.2018 20:00 - 09.01.2018 20:30","64.45","64.45","347","","Final"
"09.01.2018 20:30 - 09.01.2018 21:00","63.95","63.95","107","","Final"
"09.01.2018 21:00 - 09.01.2018 21:30","64.45","64.45","349","","Final"
"09.01.2018 21:30 - 09.01.2018 22:00","41.56","41.56","99","","Final"
"09.01.2018 22:00 - 09.01.2018 22:30","40.83","40.83","178","","Final"
"09.01.2018 22:30 - 09.01.2018 23:00","41.24","41.24","77","","Final"
"09.01.2018 23:00 - 09.01.2018 23:30","39.00","39.00","54","","Final"
"09.01.2018 23:30 - 10.01.2018 00:00","39.00","39.00","64","","Final"
"10.01.2018 00:00 - 10.01.2018 00:30","37.52","37.52","283","","Final"
"10.01.2018 00:30 - 10.01.2018 01:00","40.77","40.77","123","","Final"
"10.01.2018 01:00 - 10.01.2018 01:30","38.54","38.54","21","","Final"
"10.01.2018 01:30 - 10.01.2018 02:00","57.00","57.00","33","","Final"
"10.01.2018 02:00 - 10.01.2018 02:30","57.32","57.32","109","","Final"
"10.01.2018 02:30 - 10.01.2018 03:00","57.00","57.00","25","","Final"
"10.01.2018 03:00 - 10.01.2018 03:30","37.25","37.25","148","","Final"
"10.01.2018 03:30 - 10.01.2018 04:00","37.88","37.88","64","","Final"
"10.01.2018 04:00 - 10.01.2018 04:30","56.45","56.45","91","","Final"
"10.01.2018 04:30 - 10.01.2018 05:00","56.50","56.50","297","","Final"
"10.01.2018 05:00 - 10.01.2018 05:30","56.49","56.49","293","","Final"
"10.01.2018 05:30 - 10.01.2018 06:00","55.05","55.05","29","","Final"
"10.01.2018 06:00 - 10.01.2018 06:30","56.21","56.21","82","","Final"
"10.01.2018 06:30 - 10.01.2018 07:00","55.78","55.78","42","","Final"
"10.01.2018 07:00 - 10.01.2018 07:30","58.63","58.63","41","","Final"
"10.01.2018 07:30 - 10.01.2018 08:00","62.90","62.90","248","","Final"
"10.01.2018 08:00 - 10.01.2018 08:30","63.40","63.40","237","","Final"
"10.01.2018 08:30 - 10.01.2018 09:00","41.56","41.56","235","","Final"
"10.01.2018 09:00 - 10.01.2018 09:30","41.27","41.27","297","","Final"
"10.01.2018 09:30 - 10.01.2018 10:00","41.51","41.51","446","","Final"
"10.01.2018 10:00 - 10.01.2018 10:30","39.71","39.71","733","","Final"
"10.01.2018 10:30 - 10.01.2018 11:00","41.55","41.55","671","","Final"
"10.01.2018 11:00 - 10.01.2018 11:30","41.56","41.56","575","","Final"
"10.01.2018 11:30 - 10.01.2018 12:00","41.56","41.56","619","","Final"
"10.01.2018 12:00 - 10.01.2018 12:30","41.77","41.77","437","","Final"
"10.01.2018 12:30 - 10.01.2018 13:00","41.97","41.97","245","","Final"
"10.01.2018 13:00 - 10.01.2018 13:30","42.35","42.35","92","","Final"
"10.01.2018 13:30 - 10.01.2018 14:00","41.76","41.76","395","","Final"
"10.01.2018 14:00 - 10.01.2018 14:30","41.56","41.56","732","","Final"
"10.01.2018 14:30 - 10.01.2018 15:00","41.60","41.60","649","","Final"
"10.01.2018 15:00 - 10.01.2018 15:30","41.60","41.60","676","","Final"
"10.01.2018 15:30 - 10.01.2018 16:00","41.89","41.89","551","","Final"
"10.01.2018 16:00 - 10.01.2018 16:30","39.73","39.73","1100","","Final"
"10.01.2018 16:30 - 10.01.2018 17:00","41.63","41.63","673","","Final"
"10.01.2018 17:00 - 10.01.2018 17:30","40.05","40.05","656","","Final"
"10.01.2018 17:30 - 10.01.2018 18:00","40.05","40.05","810","","Final"
"10.01.2018 18:00 - 10.01.2018 18:30","40.05","40.05","695","","Final"
"10.01.2018 18:30 - 10.01.2018 19:00","41.75","41.75","498","","Final"
"10.01.2018 19:00 - 10.01.2018 19:30","41.97","41.97","373","","Final"
"10.01.2018 19:30 - 10.01.2018 20:00","39.68","39.68","474","","Final"
"10.01.2018 20:00 - 10.01.2018 20:30","43.11","43.11","54","","Final"
"10.01.2018 20:30 - 10.01.2018 21:00","39.80","39.80","271","","Final"
"10.01.2018 21:00 - 10.01.2018 21:30","40.58","40.58","266","","Final"
"10.01.2018 21:30 - 10.01.2018 22:00","40.46","40.46","171","","Final"
"10.01.2018 22:00 - 10.01.2018 22:30","36.95","36.95","350","","Final"
"10.01.2018 22:30 - 10.01.2018 23:00","16.75","16.75","731","","Final"
"10.01.2018 23:00 - 10.01.2018 23:30","37.34","37.34","655","","Final"
"10.01.2018 23:30 - 11.01.2018 00:00","37.33","37.33","138","","Final"
"11.01.2018 00:00 - 11.01.2018 00:30","37.33","37.33","127","","Final"
"11.01.2018 00:30 - 11.01.2018 01:00","34.00","34.00","187","","Final"
"11.01.2018 01:00 - 11.01.2018 01:30","33.60","33.60","432","","Final"
"11.01.2018 01:30 - 11.01.2018 02:00","33.60","33.60","649","","Final"
"11.01.2018 02:00 - 11.01.2018 02:30","33.60","33.60","541","","Final"
"11.01.2018 02:30 - 11.01.2018 03:00","37.69","37.69","265","","Final"
"11.01.2018 03:00 - 11.01.2018 03:30","37.33","37.33","339","","Final"
"11.01.2018 03:30 - 11.01.2018 04:00","37.33","37.33","411","","Final"
"11.01.2018 04:00 - 11.01.2018 04:30","37.33","37.33","336","","Final"
"11.01.2018 04:30 - 11.01.2018 05:00","37.33","37.33","195","","Final"
"11.01.2018 05:00 - 11.01.2018 05:30","37.33","37.33","316","","Final"
"11.01.2018 05:30 - 11.01.2018 06:00","37.33","37.33","270","","Final"
"11.01.2018 06:00 - 11.01.2018 06:30","35.46","35.46","384","","Final"
"11.01.2018 06:30 - 11.01.2018 07:00","34.30","34.30","274","","Final"
"11.01.2018 07:00 - 11.01.2018 07:30","32.79","32.79","230","","Final"
"11.01.2018 07:30 - 11.01.2018 08:00","40.36","40.36","366","","Final"
"11.01.2018 08:00 - 11.01.2018 08:30","40.44","40.44","420","","Final"
"11.01.2018 08:30 - 11.01.2018 09:00","41.43","41.43","278","","Final"
"11.01.2018 09:00 - 11.01.2018 09:30","42.75","42.75","35","","Final"
"11.01.2018 09:30 - 11.01.2018 10:00","64.49","64.49","101","","Final"
"11.01.2018 10:00 - 11.01.2018 10:30","74.07","74.07","278","","Final"
"11.01.2018 10:30 - 11.01.2018 11:00","64.45","64.45","240","","Final"
"11.01.2018 11:00 - 11.01.2018 11:30","43.00","43.00","99","","Final"
"11.01.2018 11:30 - 11.01.2018 12:00","42.87","42.87","74","","Final"
"11.01.2018 12:00 - 11.01.2018 12:30","73.87","73.87","165","","Final"
"11.01.2018 12:30 - 11.01.2018 13:00","43.00","43.00","16","","Final"
"11.01.2018 13:00 - 11.01.2018 13:30","47.19","47.19","41","","Final"
"11.01.2018 13:30 - 11.01.2018 14:00","89.76","89.76","41","","Final"
"11.01.2018 14:00 - 11.01.2018 14:30","150.00","150.00","29","","Final"
"11.01.2018 14:30 - 11.01.2018 15:00","42.01","42.01","0","","Final"
"11.01.2018 15:00 - 11.01.2018 15:30","108.00","108.00","8","","Final"
"11.01.2018 15:30 - 11.01.2018 16:00","123.73","123.73","154","","Final"
"11.01.2018 16:00 - 11.01.2018 16:30","153.37","153.37","464","","Final"
"11.01.2018 16:30 - 11.01.2018 17:00","152.39","152.39","292","","Final"
"11.01.2018 17:00 - 11.01.2018 17:30","47.02","47.02","95","","Final"
"11.01.2018 17:30 - 11.01.2018 18:00","43.11","43.11","264","","Final"
"11.01.2018 18:00 - 11.01.2018 18:30","42.11","42.11","317","","Final"
"11.01.2018 18:30 - 11.01.2018 19:00","45.52","45.52","58","","Final"
"11.01.2018 19:00 - 11.01.2018 19:30","100.38","100.38","166","","Final"
"11.01.2018 19:30 - 11.01.2018 20:00","140.00","140.00","365","","Final"
"11.01.2018 20:00 - 11.01.2018 20:30","71.16","71.16","256","","Final"
"11.01.2018 20:30 - 11.01.2018 21:00","42.15","42.15","47","","Final"
"11.01.2018 21:00 - 11.01.2018 21:30","40.46","40.46","255","","Final"
"11.01.2018 21:30 - 11.01.2018 22:00","42.01","42.01","112","","Final"
"11.01.2018 22:00 - 11.01.2018 22:30","55.93","55.93","28","","Final"
"11.01.2018 22:30 - 11.01.2018 23:00","39.76","39.76","476","","Final"
"11.01.2018 23:00 - 11.01.2018 23:30","39.51","39.51","363","","Final"
"11.01.2018 23:30 - 12.01.2018 00:00","39.45","39.45","340","","Final"
"12.01.2018 00:00 - 12.01.2018 00:30","39.45","39.45","254","","Final"
"12.01.2018 00:30 - 12.01.2018 01:00","39.62","39.62","104","","Final"
"12.01.2018 01:00 - 12.01.2018 01:30","39.82","39.82","74","","Final"
"12.01.2018 01:30 - 12.01.2018 02:00","39.54","39.54","252","","Final"
"12.01.2018 02:00 - 12.01.2018 02:30","39.45","39.45","290","","Final"
"12.01.2018 02:30 - 12.01.2018 03:00","35.28","35.28","324","","Final"
"12.01.2018 03:00 - 12.01.2018 03:30","36.67","36.67","176","","Final"
"12.01.2018 03:30 - 12.01.2018 04:00","38.94","38.94","259","","Final"
"12.01.2018 04:00 - 12.01.2018 04:30","38.38","38.38","298","","Final"
"12.01.2018 04:30 - 12.01.2018 05:00","37.33","37.33","382","","Final"
"12.01.2018 05:00 - 12.01.2018 05:30","37.33","37.33","266","","Final"
"12.01.2018 05:30 - 12.01.2018 06:00","37.37","37.37","254","","Final"
"12.01.2018 06:00 - 12.01.2018 06:30","55.00","55.00","43","","Final"
"12.01.2018 06:30 - 12.01.2018 07:00","60.00","60.00","138","","Final"
"12.01.2018 07:00 - 12.01.2018 07:30","40.89","40.89","32","","Final"
"12.01.2018 07:30 - 12.01.2018 08:00","69.61","69.61","30","","Final"
"12.01.2018 08:00 - 12.01.2018 08:30","43.17","43.17","81","","Final"
"12.01.2018 08:30 - 12.01.2018 09:00","41.56","41.56","185","","Final"
"12.01.2018 09:00 - 12.01.2018 09:30","41.56","41.56","375","","Final"
"12.01.2018 09:30 - 12.01.2018 10:00","41.00","41.00","265","","Final"
"12.01.2018 10:00 - 12.01.2018 10:30","40.47","40.47","239","","Final"
"12.01.2018 10:30 - 12.01.2018 11:00","40.82","40.82","315","","Final"
"12.01.2018 11:00 - 12.01.2018 11:30","40.87","40.87","304","","Final"
"12.01.2018 11:30 - 12.01.2018 12:00","39.81","39.81","380","","Final"
"12.01.2018 12:00 - 12.01.2018 12:30","41.60","41.60","171","","Final"
"12.01.2018 12:30 - 12.01.2018 13:00","41.52","41.52","247","","Final"
"12.01.2018 13:00 - 12.01.2018 13:30","41.53","41.53","164","","Final"
"12.01.2018 13:30 - 12.01.2018 14:00","39.46","39.46","249","","Final"
"12.01.2018 14:00 - 12.01.2018 14:30","40.60","40.60","384","","Final"
"12.01.2018 14:30 - 12.01.2018 15:00","39.96","39.96","428","","Final"
"12.01.2018 15:00 - 12.01.2018 15:30","39.95","39.95","634","","Final"
"12.01.2018 15:30 - 12.01.2018 16:00","40.17","40.17","232","","Final"
"12.01.2018 16:00 - 12.01.2018 16:30","40.01","40.01","207","","Final"
"12.01.2018 16:30 - 12.01.2018 17:00","40.03","40.03","322","","Final"
"12.01.2018 17:00 - 12.01.2018 17:30","40.05","40.05","317","","Final"
"12.01.2018 17:30 - 12.01.2018 18:00","41.60","41.60","116","","Final"
"12.01.2018 18:00 - 12.01.2018 18:30","42.30","42.30","9","","Final"
"12.01.2018 18:30 - 12.01.2018 19:00","41.29","41.29","276","","Final"
"12.01.2018 19:00 - 12.01.2018 19:30","62.94","62.94","6","","Final"
"12.01.2018 19:30 - 12.01.2018 20:00","41.46","41.46","284","","Final"
"12.01.2018 20:00 - 12.01.2018 20:30","39.26","39.26","307","","Final"
"12.01.2018 20:30 - 12.01.2018 21:00","39.91","39.91","329","","Final"
"12.01.2018 21:00 - 12.01.2018 21:30","7.12","7.12","525","","Final"
"12.01.2018 21:30 - 12.01.2018 22:00","28.00","28.00","583","","Final"
"12.01.2018 22:00 - 12.01.2018 22:30","40.10","40.10","392","","Final"
"12.01.2018 22:30 - 12.01.2018 23:00","40.15","40.15","198","","Final"
"12.01.2018 23:00 - 12.01.2018 23:30","60.25","60.25","39","","Final"
"12.01.2018 23:30 - 13.01.2018 00:00","60.25","60.25","29","","Final"
"13.01.2018 00:00 - 13.01.2018 00:30","40.07","40.07","135","","Final"
"13.01.2018 00:30 - 13.01.2018 01:00","37.83","37.83","204","","Final"
"13.01.2018 01:00 - 13.01.2018 01:30","38.51","38.51","317","","Final"
"13.01.2018 01:30 - 13.01.2018 02:00","38.51","38.51","332","","Final"
"13.01.2018 02:00 - 13.01.2018 02:30","38.51","38.51","424","","Final"
"13.01.2018 02:30 - 13.01.2018 03:00","35.00","35.00","336","","Final"
"13.01.2018 03:00 - 13.01.2018 03:30","35.00","35.00","466","","Final"
"13.01.2018 03:30 - 13.01.2018 04:00","35.00","35.00","395","","Final"
"13.01.2018 04:00 - 13.01.2018 04:30","39.76","39.76","215","","Final"
"13.01.2018 04:30 - 13.01.2018 05:00","39.76","39.76","194","","Final"
"13.01.2018 05:00 - 13.01.2018 05:30","35.01","35.01","173","","Final"
"13.01.2018 05:30 - 13.01.2018 06:00","35.01","35.01","192","","Final"
"13.01.2018 06:00 - 13.01.2018 06:30","38.88","38.88","26","","Final"
"13.01.2018 06:30 - 13.01.2018 07:00","35.01","35.01","102","","Final"
"13.01.2018 07:00 - 13.01.2018 07:30","35.00","35.00","368","","Final"
"13.01.2018 07:30 - 13.01.2018 08:00","35.00","35.00","696","","Final"
"13.01.2018 08:00 - 13.01.2018 08:30","39.50","39.50","586","","Final"
"13.01.2018 08:30 - 13.01.2018 09:00","39.50","39.50","332","","Final"
"13.01.2018 09:00 - 13.01.2018 09:30","35.00","35.00","190","","Final"
"13.01.2018 09:30 - 13.01.2018 10:00","35.00","35.00","148","","Final"
"13.01.2018 10:00 - 13.01.2018 10:30","35.00","35.00","183","","Final"
"13.01.2018 10:30 - 13.01.2018 11:00","35.00","35.00","146","","Final"
"13.01.2018 11:00 - 13.01.2018 11:30","61.25","61.25","106","","Final"
"13.01.2018 11:30 - 13.01.2018 12:00","61.25","61.25","349","","Final"
"13.01.2018 12:00 - 13.01.2018 12:30","61.25","61.25","476","","Final"
"13.01.2018 12:30 - 13.01.2018 13:00","61.25","61.25","364","","Final"
"13.01.2018 13:00 - 13.01.2018 13:30","61.25","61.25","239","","Final"
"13.01.2018 13:30 - 13.01.2018 14:00","61.25","61.25","66","","Final"
"13.01.2018 14:00 - 13.01.2018 14:30","61.25","61.25","45","","Final"
"13.01.2018 14:30 - 13.01.2018 15:00","41.60","41.60","47","","Final"
"13.01.2018 15:00 - 13.01.2018 15:30","40.05","40.05","351","","Final"
"13.01.2018 15:30 - 13.01.2018 16:00","40.05","40.05","387","","Final"
"13.01.2018 16:00 - 13.01.2018 16:30","36.98","36.98","307","","Final"
"13.01.2018 16:30 - 13.01.2018 17:00","90.59","90.59","279","","Final"
"13.01.2018 17:00 - 13.01.2018 17:30","116.53","116.53","601","","Final"
"13.01.2018 17:30 - 13.01.2018 18:00","115.79","115.79","644","","Final"
"13.01.2018 18:00 - 13.01.2018 18:30","49.57","49.57","206","","Final"
"13.01.2018 18:30 - 13.01.2018 19:00","97.51","97.51","131","","Final"
"13.01.2018 19:00 - 13.01.2018 19:30","36.63","36.63","144","","Final"
"13.01.2018 19:30 - 13.01.2018 20:00","35.00","35.00","377","","Final"
"13.01.2018 20:00 - 13.01.2018 20:30","35.00","35.00","499","","Final"
"13.01.2018 20:30 - 13.01.2018 21:00","35.00","35.00","520","","Final"
"13.01.2018 21:00 - 13.01.2018 21:30","41.60","41.60","71","","Final"
"13.01.2018 21:30 - 13.01.2018 22:00","41.09","41.09","151","","Final"
"13.01.2018 22:00 - 13.01.2018 22:30","39.19","39.19","461","","Final"
"13.01.2018 22:30 - 13.01.2018 23:00","35.00","35.00","612","","Final"
"13.01.2018 23:00 - 13.01.2018 23:30","39.15","39.15","470","","Final"
"13.01.2018 23:30 - 14.01.2018 00:00","40.05","40.05","335","","Final"
"14.01.2018 00:00 - 14.01.2018 00:30","40.05","40.05","191","","Final"
"14.01.2018 00:30 - 14.01.2018 01:00","40.05","40.05","45","","Final"
"14.01.2018 01:00 - 14.01.2018 01:30","45.00","45.00","2","","Final"
"14.01.2018 01:30 - 14.01.2018 02:00","35.00","35.00","181","","Final"
"14.01.2018 02:00 - 14.01.2018 02:30","35.00","35.00","136","","Final"
"14.01.2018 02:30 - 14.01.2018 03:00","35.00","35.00","274","","Final"
"14.01.2018 03:00 - 14.01.2018 03:30","35.00","35.00","381","","Final"
"14.01.2018 03:30 - 14.01.2018 04:00","28.00","28.00","522","","Final"
"14.01.2018 04:00 - 14.01.2018 04:30","28.00","28.00","508","","Final"
